ref_area.label,indicator.label,source.label,sex.label,time,obs_value,note_indicator.label,note_source.label
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Male,2012,6.45,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are below a certain size; are not registered; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Female,2012,3.66,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are below a certain size; are not registered; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Total,2013,6.61,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are below a certain size; are not registered; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Male,2013,7.9,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are below a certain size; are not registered; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Female,2013,4.9,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, contributing family workers in the informal sector, and producers exclusively for own final use | Informal employees: Do not have social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are below a certain size; are not registered; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Total,2014,8.93,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Male,2014,10.21,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Female,2014,7.31,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Total,2015,11.21,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Male,2015,12.63,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Female,2015,9.45,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Total,2016,14.69,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Male,2016,16.24,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Female,2016,12.8,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Total,2017,15.03,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Male,2017,16.19,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Female,2017,13.62,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Total,2018,13.68,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Are not registered","Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Male,2018,15.07,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Are not registered","Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Serbia,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),SRB - LFS - Labour force survey,Sex: Female,2018,11.98,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Are not registered","Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Total,2011,41.06,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Male,2011,40.16,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Female,2011,42.05,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Total,2012,40.62,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Male,2012,39.31,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Female,2012,42.08,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Total,2013,42.76,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Male,2013,41.95,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Female,2013,43.66,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Total,2014,38.44,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Male,2014,37.53,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Female,2014,39.45,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Total,2015,37.31,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Male,2015,36.86,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Female,2015,37.81,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Total,2016,37.74,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Male,2016,37.18,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Female,2016,38.35,Informal employees: Do not have a written contract nor social security coverage,Data reference period: Third quarter
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Total,2017,37.05,Workers in informal employment: Other nonstandard definition | Informal employees: Do not have social security coverage | Economic units in the informal sector: Do not keep a complete set of accounts; are below a certain size; and are not registered,Employment definition: Excluding own-use production workers
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Male,2017,36.65,Workers in informal employment: Other nonstandard definition | Informal employees: Do not have social security coverage | Economic units in the informal sector: Do not keep a complete set of accounts; are below a certain size; and are not registered,Employment definition: Excluding own-use production workers
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Female,2017,37.5,Workers in informal employment: Other nonstandard definition | Informal employees: Do not have social security coverage | Economic units in the informal sector: Do not keep a complete set of accounts; are below a certain size; and are not registered,Employment definition: Excluding own-use production workers
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Total,2018,37.19,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Do not keep a complete set of accounts; are below a certain size; and are not registered",Employment definition: Excluding own-use production workers | Data reference period: Third quarter | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Male,2018,36.43,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Do not keep a complete set of accounts; are below a certain size; and are not registered",Employment definition: Excluding own-use production workers | Data reference period: Third quarter | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Thailand,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),THA - LFS - Labour force survey,Sex: Female,2018,38.04,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Do not keep a complete set of accounts; are below a certain size; and are not registered",Employment definition: Excluding own-use production workers | Data reference period: Third quarter | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Total,2009,30.6,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Male,2009,30.07,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Female,2009,32.58,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Total,2011,18.79,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Male,2011,17.99,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Female,2011,21.59,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Total,2012,17.71,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Male,2012,16.9,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Female,2012,20.33,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Total,2013,17.21,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Male,2013,16.37,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Female,2013,19.77,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have a written contract nor social security coverage | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Total,2014,18.29,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have a written contract nor social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Male,2014,17.67,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have a written contract nor social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Female,2014,20.13,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have a written contract nor social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding institutional population
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Total,2016,22.28,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding armed forces and/or conscripts
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Male,2016,21.11,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding armed forces and/or conscripts
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Female,2016,25.42,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; are not registered; have unregistered employees; are engaged in non-agricultural activities; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use",Population coverage: Excluding armed forces and/or conscripts
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Total,2017,22.66,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered",Employment definition: Including subsistence workers | Population coverage: Excluding armed forces and/or conscripts
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Male,2017,21.37,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered",Employment definition: Including subsistence workers | Population coverage: Excluding armed forces and/or conscripts
Turkey,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TUR - LFS - Household Labour Force Survey,Sex: Female,2017,26.07,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, all contributing family workers, and producers exclusively for own final use | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered",Employment definition: Including subsistence workers | Population coverage: Excluding armed forces and/or conscripts
"Tanzania, United Republic of",SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TZA - LFS - Labour Force Survey,Sex: Total,2006,76.2,Informal employees: Do not have a written contract nor paid vacation,
"Tanzania, United Republic of",SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TZA - LFS - Labour Force Survey,Sex: Male,2006,70.95,Informal employees: Do not have a written contract nor paid vacation,
"Tanzania, United Republic of",SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),TZA - LFS - Labour Force Survey,Sex: Female,2006,82.81,Informal employees: Do not have a written contract nor paid vacation,
Uganda,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),UGA - LFS - Urban Labour Force Survey,Sex: Total,2017,85.02,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are not registered; have unregistered employees; are engaged in non-agricultural activities; and are not producers of goods exclusively for own final use",Employment definition: Excluding own-use production workers | Data reference period: Noncalendar year
Uganda,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),UGA - LFS - Urban Labour Force Survey,Sex: Male,2017,84.5,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are not registered; have unregistered employees; are engaged in non-agricultural activities; and are not producers of goods exclusively for own final use",Employment definition: Excluding own-use production workers | Data reference period: Noncalendar year
Uganda,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),UGA - LFS - Urban Labour Force Survey,Sex: Female,2017,85.71,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage nor paid vacation nor paid sick leave | Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are not registered; have unregistered employees; are engaged in non-agricultural activities; and are not producers of goods exclusively for own final use",Employment definition: Excluding own-use production workers | Data reference period: Noncalendar year
Uganda,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),UGA - HIES - Uganda National Household Survey,Sex: Total,2010,69.39,Informal employees: Do not have social security coverage,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 14 years old | Age coverage - maximum age: 64 years old
Uganda,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),UGA - HIES - Uganda National Household Survey,Sex: Male,2010,67.45,Informal employees: Do not have social security coverage,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 14 years old | Age coverage - maximum age: 64 years old
Uganda,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),UGA - HIES - Uganda National Household Survey,Sex: Female,2010,71.88,Informal employees: Do not have social security coverage,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 14 years old | Age coverage - maximum age: 64 years old
