"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","CIV","Côte d'Ivoire","2014","2014",1.462,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","BDI","Burundi","2014","2014",0.3023,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","CPV","Cabo Verde","2015","2015",1.63251,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","IDN","Indonesia","2015","2015",0.03213,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","IDN","Indonesia","2016","2016",0.04158,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","IDN","Indonesia","2018","2018",0.05017,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","KWT","Kuwait","2013","2013",0.3924,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","PLW","Palau","2013","2013",96.88914,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","PLW","Palau","2013","2013",0.99311,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","CPV","Cabo Verde","2015","2015",1.02584,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","CPV","Cabo Verde","2015","2015",49.46517,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","CPV","Cabo Verde","2015","2015",54.60935,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","EGY","Egypt","2017","2017",72.95914,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","AGO","Angola","2014","2014",2.00061,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2013","2013",0.39647,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2014","2014",0.42327,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2015","2015",0.45868,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2016","2016",0.46487,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2017","2017",0.47387,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2018","2018",0.48844,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","KHM","Cambodia","2014","2014",0.05477,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","KHM","Cambodia","2015","2015",0.08704,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","BGD","Bangladesh","2013","2013",0.13017,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","BGD","Bangladesh","2014","2014",0.13595,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","BGD","Bangladesh","2015","2015",0.21639,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","BGD","Bangladesh","2016","2016",0.22502,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","BGD","Bangladesh","2017","2017",0.24246,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","BGD","Bangladesh","2018","2018",0.26011,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","AGO","Angola","2014","2014",3.34245,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","BRA","Brazil","2016","2016",1.24761,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","BRA","Brazil","2017","2017",1.28165,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","BRA","Brazil","2018","2018",1.25742,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","BGD","Bangladesh","2013","2013",1.11153,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","BGD","Bangladesh","2014","2014",1.22836,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","BGD","Bangladesh","2015","2015",2.09446,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","BGD","Bangladesh","2016","2016",2.20489,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","BGD","Bangladesh","2017","2017",2.44122,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","BGD","Bangladesh","2018","2018",2.65644,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","BGD","Bangladesh","2013","2013",0.05226,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","BGD","Bangladesh","2014","2014",0.05826,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","BGD","Bangladesh","2015","2015",0.10075,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","BGD","Bangladesh","2016","2016",0.10619,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","BGD","Bangladesh","2017","2017",0.11669,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","BGD","Bangladesh","2018","2018",0.12874,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","BGD","Bangladesh","2013","2013",7.83822,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","BGD","Bangladesh","2014","2014",7.97108,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","BGD","Bangladesh","2015","2015",11.19056,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","BGD","Bangladesh","2016","2016",11.53439,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","BGD","Bangladesh","2017","2017",12.05581,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","BGD","Bangladesh","2018","2018",12.50161,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","TJK","Tajikistan","2017","2017",10.96564,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","ARE","United Arab Emirates","2016","2016",15.69313,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","ARE","United Arab Emirates","2017","2017",8.31077,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","ARE","United Arab Emirates","2018","2018",10.07391,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","BGD","Bangladesh","2013","2013",2.80356,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","BGD","Bangladesh","2014","2014",2.90205,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","BGD","Bangladesh","2015","2015",4.5663,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","BGD","Bangladesh","2016","2016",4.74306,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","BGD","Bangladesh","2017","2017",5.15172,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","BGD","Bangladesh","2018","2018",5.43865,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","AGO","Angola","2014","2014",0.59854,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2013","2013",0.39744,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2014","2014",0.47275,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2015","2015",0.47405,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2016","2016",0.47252,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2017","2017",0.49073,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2018","2018",0.50814,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","TJK","Tajikistan","2017","2017",15.57647,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","QAT","Qatar","2016","2016",0.48395,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","QAT","Qatar","2017","2017",0.51699,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","MYS","Malaysia","2016","2016",0.3001,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","ESP","Spain","2016","2016",19.20647,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","ESP","Spain","2018","2018",20.12507,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","BGD","Bangladesh","2013","2013",0.09163,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","BGD","Bangladesh","2014","2014",0.09679,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","BGD","Bangladesh","2015","2015",0.15837,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","BGD","Bangladesh","2016","2016",0.16596,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","BGD","Bangladesh","2017","2017",0.17941,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","BGD","Bangladesh","2018","2018",0.19305,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","QAT","Qatar","2016","2016",1.16424,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","QAT","Qatar","2017","2017",1.22574,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","BOL","Bolivia (Plurinational State of)","2015","2015",21.47946,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2013","2013",1.96671,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2014","2014",2.05822,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2015","2015",3.32594,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2016","2016",3.48119,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2017","2017",3.79244,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2018","2018",4.01797,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","QAT","Qatar","2016","2016",1.94693,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","QAT","Qatar","2017","2017",2.07283,,
"EA_2T8_AG25T99_F","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)","AGO","Angola","2014","2014",22.15636,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2013","2013",5.50232,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2014","2014",5.85214,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2015","2015",8.23714,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2016","2016",8.5096,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2017","2017",8.97688,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2018","2018",9.36174,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2013","2013",0.40146,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2014","2014",0.42853,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2015","2015",0.46557,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2016","2016",0.47191,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2017","2017",0.48125,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2018","2018",0.49493,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","BRA","Brazil","2016","2016",15.34518,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","BRA","Brazil","2017","2017",15.73458,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","BRA","Brazil","2018","2018",16.54339,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","KHM","Cambodia","2014","2014",0.45245,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","KHM","Cambodia","2015","2015",0.65848,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","ARE","United Arab Emirates","2016","2016",2.53629,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","ARE","United Arab Emirates","2017","2017",0.68158,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","ARE","United Arab Emirates","2018","2018",0.90545,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","ESP","Spain","2016","2016",0.68712,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","ESP","Spain","2018","2018",0.66018,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","MYS","Malaysia","2016","2016",0.21448,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","ESP","Spain","2016","2016",20.93539,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","ESP","Spain","2018","2018",21.93634,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","AGO","Angola","2014","2014",2.00061,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","LKA","Sri Lanka","2016","2016",4.18226,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","LKA","Sri Lanka","2017","2017",4.28623,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","LKA","Sri Lanka","2018","2018",4.71645,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","AGO","Angola","2014","2014",36.49482,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","BGD","Bangladesh","2013","2013",3.11523,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","BGD","Bangladesh","2014","2014",3.7683,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","BGD","Bangladesh","2015","2015",5.30487,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","BGD","Bangladesh","2016","2016",5.45023,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","BGD","Bangladesh","2017","2017",5.9162,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","BGD","Bangladesh","2018","2018",6.35262,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","TJK","Tajikistan","2017","2017",6.84095,,
"EA_1T8_AG25T99_M","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)","AGO","Angola","2014","2014",56.42046,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","ESP","Spain","2016","2016",12.53732,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","ESP","Spain","2018","2018",12.92428,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","MYS","Malaysia","2016","2016",0.2585,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","MYS","Malaysia","2016","2016",0.71468,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","BRA","Brazil","2016","2016",13.5613,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","BRA","Brazil","2017","2017",13.68589,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","BRA","Brazil","2018","2018",14.54734,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","KHM","Cambodia","2014","2014",0.12047,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","KHM","Cambodia","2015","2015",0.20129,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","AGO","Angola","2014","2014",2.6339,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","ESP","Spain","2016","2016",0.5594,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","ESP","Spain","2018","2018",0.58154,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","ESP","Spain","2016","2016",0.67943,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","ESP","Spain","2018","2018",0.78138,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","CIV","Côte d'Ivoire","2014","2014",35.37401,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","KHM","Cambodia","2014","2014",0.00655,,
"EA_8_AG25T99_F","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)","KHM","Cambodia","2015","2015",,"n","Magnitude nil or negligible"
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","MLI","Mali","2016","2016",0.15643,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","MLI","Mali","2018","2018",0.04476,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","LKA","Sri Lanka","2016","2016",0.74867,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","LKA","Sri Lanka","2017","2017",0.60679,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","LKA","Sri Lanka","2018","2018",0.64356,,
"EA_1T8_AG25T99_F","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, female (%)","AGO","Angola","2014","2014",32.89524,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","KHM","Cambodia","2014","2014",0.18494,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","KHM","Cambodia","2015","2015",0.33482,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","LKA","Sri Lanka","2016","2016",4.06073,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","LKA","Sri Lanka","2017","2017",4.23796,,
"EA_6T8_AG25T99","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)","LKA","Sri Lanka","2018","2018",4.38589,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","QAT","Qatar","2016","2016",2.37363,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","QAT","Qatar","2017","2017",2.51681,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","AGO","Angola","2014","2014",2.6339,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","KHM","Cambodia","2014","2014",0.22636,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","KHM","Cambodia","2015","2015",0.30906,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","TJK","Tajikistan","2017","2017",0.41062,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","LKA","Sri Lanka","2016","2016",0.81766,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","LKA","Sri Lanka","2017","2017",0.78669,,
"EA_7T8_AG25T99_GPI","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, gender parity index (GPI)","LKA","Sri Lanka","2018","2018",0.82194,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","AGO","Angola","2014","2014",2.6339,,
"EA_2T8_AG25T99_GPI","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)","AGO","Angola","2014","2014",0.60711,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","MLI","Mali","2016","2016",0.11159,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","MLI","Mali","2018","2018",0.21911,,
"EA_6T8_AG25T99_F","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, female (%)","BOL","Bolivia (Plurinational State of)","2015","2015",17.88893,,
"EA_6T8_AG25T99_M","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)","TJK","Tajikistan","2017","2017",16.9404,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","MYS","Malaysia","2016","2016",1.58546,,
